BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.14.1903-1904,"Langley aerodrome, report",G. H. Powell. ,,"Langley’s Aerodrome was a full-scale, man-carrying airplane built in 1903. It was an entirely new, powered-flight concept that scaled up his earlier unmanned “Aerodrome” models to sustain heavier-than-air flight for the War Department. The aircraft’s structurally weak, aerodynamically unsound design crashed in both Army-funded launch attempts and was never adopted. Only its engine and partial airframe are at the Smithsonian.",https://airandspace.si.edu/collection-objects/langley-aerodrome/nasm_A19180001000,George H. Powell was a U.S. Ordnance Board lieutenant who designed the Powell Device.,https://www.historicalfirearms.info/post/95135586074/powell-device-luger-in-1903-the-us-army-was,Yes,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Sheet1,"Langley aerodrome, report",nan,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",G. H. Powell.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Tests of deck armor, report",Maj. M. M. Macomb.,,"It was during this time period that modern naval construction ideas were really developed. From 1887–1903 armor ruled because guns and torpedoes were weaker and battles were fought at close range. After 1903, better guns and shells regained the upper hand, yet ship designs stayed much the same until about 1917.",https://www.usni.org/magazines/proceedings/1922/july/military-characteristics-and-ordnance-design,Brigadier General Montgomery M. Macomb was a U.S. Army artillery officer who served on both the Army Ordnance Board and the Board of Ordnance and Fortification. Best known for the Macomb panoramic sight and for chairing the 1911 “Macomb Board” that planned Oahu’s coastal defenses. He was the president of the Army War College and the first president of the U.S. Field Artillery Association. His work influenced U.S. coastal- and field-artillery doctrine and equipment in the early 20th century.,https://en.wikipedia.org/wiki/Montgomery_M._Macomb,No,,Sheet1,"Tests of deck armor, report",nan,nan,Maj. M. M. Macomb.,Investigating,['Armor and Protection'],Armor and Protection,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Alteration Weldon range finder,Capt. S. E. Allen.,,,,"His affiliation was entirely military, rising from 2nd Lieutenant in the 5th Artillery to Colonel in the Coast Artillery Corps. He also taught at West Point and helped modernize gunnery as Inspector of Rifle Practice and a student/instructor at the Artillery School. While not credited with a single signature invention, Allen sat on ordnance boards, organized new field-artillery batteries, and shaped coastal-defense readiness",https://penelope.uchicago.edu/Thayer/E/Gazetteer/Places/America/United_States/Army/USMA/Cullums_Register/2886*.html,No,,Sheet1,Alteration Weldon range finder,nan,nan,Capt. S. E. Allen.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Device for continuous laying of guns,Capt. F. K. Fergusson.,,Captain Fergusson designed a device for continuous laying of guns in elevation in November 1905. ,https://www.govinfo.gov/content/pkg/SERIALSET-05150_00_00-040-0090-0000/pdf/SERIALSET-05150_00_00-040-0090-0000.pdf,,https://www.govinfo.gov/content/pkg/SERIALSET-05150_00_00-040-0090-0000/pdf/SERIALSET-05150_00_00-040-0090-0000.pdf,No,,Sheet1,Device for continuous laying of guns,nan,nan,Capt. F. K. Fergusson.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Brown 10-inch wire gun, change of breech mechanism",Brown Wire Gun Co. ,,"The 10-inch wire-wound gun was a U.S. Navy artillery piece reinforced with layers of steel wire to handle high-pressure smokeless powder without excessive weight. Developed at Watervliet Arsenal, it aimed to improve structural integrity before advanced steel barrels were feasible. ","https://www.usni.org/magazines/proceedings/1893/october/professional-notes#:~:text=%22The%20Board%20of%20Ordnance%20and,band%20forward%20to%20the%20muzzle.",Maine gun registration company. This was likely the company's gun and that is why the following line calls it the Brown gun.,https://scripophily.net/brown-wire-gun-company-maine-1903/,No,,Sheet1,"Brown 10-inch wire gun, change of breech mechanism",nan,nan,Brown Wire Gun Co.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Shee projectiles, test, report",Committee of Board. ,,,,,,No,,Sheet1,"Shee projectiles, test, report",nan,nan,Committee of Board.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Mounts for 6-pounder guns,Chief of Engineers. ,,,,,,No,,Sheet1,Mounts for 6-pounder guns,nan,nan,Chief of Engineers.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Aerodrome, report of tests",Dr. S. P. Landley. ,,"Langley’s Aerodrome was a full-scale, man-carrying airplane built in 1903. It was an entirely new, powered-flight concept that scaled up his earlier unmanned “Aerodrome” models to sustain heavier-than-air flight for the War Department. The aircraft’s structurally weak, aerodynamically unsound design crashed in both Army-funded launch attempts and was never adopted. Only its engine and partial airframe are at the Smithsonian.",https://airandspace.si.edu/collection-objects/langley-aerodrome/nasm_A19180001000,"Langley was known for inventing the sensitive bolometer for infrared research. From his Smithsonian post he secured War-Department funds to pursue powered flight, proposing and building the series of Aerodrome aircraft after earlier success with smaller unmanned models. 

",https://siarchives.si.edu/history/samual-pierpont-langley,Yes,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Sheet1,"Aerodrome, report of tests",nan,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Dr. S. P. Landley.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Projectile with delay-action fuse,George Aylwin and Lucas Bunnell. ,,"Delay-action fuse is a time-delay fuse: after a shell hits its target, a small part inside breaks a moment later, setting off the main explosive only after the shell has had time to dig in. This was meant to stop shells from bursting too soon on impact. The idea fed into the delay fuzes now used in armor-piercing and bunker-busting munitions; surviving examples are mostly in technical collections, not museums.
",https://patents.google.com/patent/US3589295A/en,,,No,,Sheet1,Projectile with delay-action fuse,nan,nan,George Aylwin and Lucas Bunnell.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Projectiles,J. T. Brown and S. E. Ferris.,,,,,,No,,Sheet1,Projectiles,nan,nan,J. T. Brown and S. E. Ferris.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Gun-sling hook,"A. V. Cushman, attorney.",,,,Cushman was a patent lawyer located in Washington DC.,https://en.wikisource.org/wiki/Roster_of_Registered_U.S._Patent_Attorneys_1903/Alphabetical_List_of_Attorneys_Registered_to_Practice_Before_the_United_States_Patent_Office,No,,Sheet1,Gun-sling hook,nan,nan,"A. V. Cushman, attorney.",Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Colt's automatic pistols, report",Officers in field.,,Colt's automatic pistols are self-loading guns. The 1900 Colt is coined the first semi-automatic pistol in the United States.,,,,Yes,"Colt’s early semi-automatic pistols, especially the famous M1911, changed how armies, police, and civilians thought about handguns. Exploring their design, widespread use, and cultural impact would offer fresh insight into 20th-century weapons history.",Sheet1,"Colt's automatic pistols, report",nan,"Colt’s early semi-automatic pistols, especially the famous M1911, changed how armies, police, and civilians thought about handguns. Exploring their design, widespread use, and cultural impact would offer fresh insight into 20th-century weapons history.",Officers in field.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Rapid-fire automatic and semi-automatic guns,Board of Ordnance and Fortification.,,,,,,No,,Sheet1,Rapid-fire automatic and semi-automatic guns,nan,nan,Board of Ordnance and Fortification.,Investigating,[],Other/Unclassified,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,6-pounder semi-automatic gun,Driggs-Seabury Ordnance Corporation.,,"The U.S. Army used the Hotchkiss 6-pounder, sometimes called a ""2.24-inch gun"" at the time. It needed lighter guns to support coastal defenses, especially to help protect against infantry attacks in the 1890s.",https://en.wikipedia.org/wiki/QF_6-pounder_Hotchkiss#US_Army_service,"Founded in 1897, the Driggs-Seabury Ordnance Company was established by naval officers and produced artillery for the U.S. Army and Navy. Known for earlier rapid-fire gun designs, the founders contributed to coastal and naval weapons development. The company later merged into Savage Arms and remained influential in early U.S. defense manufacturing.","https://en.wikipedia.org/wiki/Driggs-Seabury#:~:text=Driggs%2DSeabury%20Ordnance%20Company%20was,Navy%20designed%20by%20the%20partners.",No,,Sheet1,6-pounder semi-automatic gun,nan,nan,Driggs-Seabury Ordnance Corporation.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,6-pound semi-automatic gun,United States Ordnance Co.,,"The U.S. Army used the Hotchkiss 6-pounder, sometimes called a ""2.24-inch gun"" at the time. It needed lighter guns to support coastal defenses, especially to help protect against infantry attacks in the 1890s.",https://en.wikipedia.org/wiki/QF_6-pounder_Hotchkiss#US_Army_service,"Branch of the U.S., headquartered at Fort Lee, Virginia. The mission of the corps is to supply Army combat units with weapons and ammunition.","https://en.wikipedia.org/wiki/United_States_Army_Ordnance_Corps#:~:text=The%20United%20States%20Army%20Ordnance,the%20U.S.%20Army%20logistics%20system.",No,,Sheet1,6-pound semi-automatic gun,nan,nan,United States Ordnance Co.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Estimates for rapid-fire guns,Board of Ordnance and Fortification.,,,,,,No,,Sheet1,Estimates for rapid-fire guns,nan,nan,Board of Ordnance and Fortification.,Investigating,[],Other/Unclassified,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Allen ammunition cart, report",Infantry Board. ,,,,,,No,,Sheet1,"Allen ammunition cart, report",nan,nan,Infantry Board.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Parker ammunition cart,Do.,,,,,,No,,Sheet1,Parker ammunition cart,nan,nan,Do.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Manning ammunition cart ,Do.,,,,,,No,,Sheet1,Manning ammunition cart,nan,nan,Do.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Disappearing carriage for 16-inch rifle,Chief of Ordnance.,,"Disappearing guns were mounted on these disappearing carriages, which allowed these guns to hide from fire and observation. The carriage design allows the guns to rotate backwards and down behind a pit that is protected by a wall. Retraction allowed the gun to reload without being seen. Because of the complexities of aircraft seeing these guns, they ceased to exist after 1918. The last one built was the 16-inch M1919 that was used to defend seaports.","https://en.wikipedia.org/wiki/Disappearing_gun, https://en.wikipedia.org/wiki/16-inch/50-caliber_M1919_gun","William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",No,,Sheet1,Disappearing carriage for 16-inch rifle,nan,nan,Chief of Ordnance.,Investigating,"['Artillery', 'Small Arms']",Artillery,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Subtarget gun machine, report",Committee of Board. ,,"These gun machines were recommended for adoption as a means of small arms aiming instruction, with the limitation that it may be issued in quantities not to exceed one for each battalion of infantry and squadron of cavalry in the Army. ",https://www.govinfo.gov/content/pkg/SERIALSET-05834_00_00-007-0271-0000/pdf/SERIALSET-05834_00_00-007-0271-0000.pdf,,,No,,Sheet1,"Subtarget gun machine, report",nan,nan,Committee of Board.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Disappearing-gun carriage,Corporal Paul Borger.,,"Disappearing guns were mounted on these disappearing carriages, which allowed these guns to hide from fire and observation. The carriage design allows the guns to rotate backwards and down behind a pit that is protected by a wall. Retraction allowed the gun to reload without being seen. Because of the complexities of aircraft seeing these guns, they ceased to exist after 1918. The last one built was the 16-inch M1919 that was used to defend seaports.","https://en.wikipedia.org/wiki/Disappearing_gun, https://en.wikipedia.org/wiki/16-inch/50-caliber_M1919_gun",,,No,,Sheet1,Disappearing-gun carriage,nan,nan,Corporal Paul Borger.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Air ship,John A. Bower. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Air ship,nan,nan,John A. Bower.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Bayonet fastening,Nederlandsche Fabriek van Oorlogsmateriaal.,,,,,,No,,Sheet1,Bayonet fastening,nan,nan,Nederlandsche Fabriek van Oorlogsmateriaal.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Nitroglycerin compound,G. Dittmar. ,,"Nitroglycerin compound was used to make dynamite. It replaced traditional black powder explosives, reducing the risk of accidental detonation. ",https://en.wikipedia.org/wiki/Dynamite,,,No,,Sheet1,Nitroglycerin compound,nan,nan,G. Dittmar.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Fuse,Friedrich Bruck. ,,,,,,No,,Sheet1,Fuse,nan,nan,Friedrich Bruck.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Fulminating compound,R. Fusnot.,,"This is a primary explosive in detonators, it is very unstable.",https://en.wikipedia.org/wiki/Fulminate,,,No,,Sheet1,Fulminating compound,nan,nan,R. Fusnot.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Torpedo propulsion,Alex. Frus. ,,,,,,No,,Sheet1,Torpedo propulsion,nan,nan,Alex. Frus.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Apparatus for destroying torpedoes,Wienard Houseman.,,This could mean torpedo nets. Torpedo nets hung around the defending ship. If a torpedo was aimed for the boat it would hit the mesh net and explode at a sufficient distance from the boat.,"https://en.wikipedia.org/wiki/Torpedo_net#:~:text=Torpedo%20nets%20were%20a%20passive,the%20Scapa%20Flow%20museum%2C%20Orkney",,,No,,Sheet1,Apparatus for destroying torpedoes,nan,nan,Wienard Houseman.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Aerial ordnance balloon,Col. F. P. Cobham. ,,These balloons had the goal of carrying bombs on balloon air crafts. Observation balloons were used a lot in WW1.,https://en.wikipedia.org/wiki/History_of_military_ballooning,,,Yes,Due to their use in WW1 I believe a deeper dive into their history is important.,Sheet1,Aerial ordnance balloon,nan,Due to their use in WW1 I believe a deeper dive into their history is important.,Col. F. P. Cobham.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Telescopic bore sight, report",Chief of Ordnance.,,Used to help align a fireman's aim at the target. These early devices laid the groundwork for future boresights that used lasers.,"https://en.wikipedia.org/wiki/Boresight_(firearm)#:~:text=Boresighting%20is%20a%20method%20of,specialized%20device%20called%20a%20boresighter.","William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",Yes,This is the foundation for advancements in optical aiming systems.,Sheet1,"Telescopic bore sight, report",nan,This is the foundation for advancements in optical aiming systems.,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of machine guns,Board of Ordnance and Fortification.,,,,,,No,,Sheet1,Test of machine guns,nan,nan,Board of Ordnance and Fortification.,Investigating,[],Other/Unclassified,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Test of deck armor, change in program",Committee of Board. ,,"It was during this time period that modern naval construction ideas were really developed. From 1887–1903 armor ruled because guns and torpedoes were weaker and battles were fought at close range. After 1903, better guns and shells regained the upper hand, yet ship designs stayed much the same until about 1917.",https://www.usni.org/magazines/proceedings/1922/july/military-characteristics-and-ordnance-design,,,No,,Sheet1,"Test of deck armor, change in program",nan,nan,Committee of Board.,Investigating,['Armor and Protection'],Armor and Protection,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of capped and uncapped mortar shell ,Do.,,"Capped mortar shells had a steel hardened nose cap, designed to improve penetration of armor or fortifications by preventing the shell from shattering on impact. Uncapped shells did not have this protective tip and were typically used against softer targets or for explosive effect rather than armor-piercing capability.",https://en.wikipedia.org/wiki/Armour-piercing%2C_capped%2C_ballistic_capped_shell?,,,No,,Sheet1,Test of capped and uncapped mortar shell,nan,nan,Do.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Floating target for test of torpedo shell,Board of Ordnance and Fortification.,,,,,,No,,Sheet1,Floating target for test of torpedo shell,nan,nan,Board of Ordnance and Fortification.,Investigating,['Explosives'],Explosives,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Link attachment for bits ,W. A. Fowler.,,,,,,No,,Sheet1,Link attachment for bits,nan,nan,W. A. Fowler.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Entrenching tool,E. R. Gehris.,,"The entrenching tool is a compact digging implement used by soldiers for field fortification, originally designed to let infantry quickly dig trenches. First modernized by a Danish officer in 1869 and evolved into various military-issue tools, including folding and multi-purpose versions still used today.
",https://en.wikipedia.org/wiki/Entrenching_tool,,,No,,Sheet1,Entrenching tool,nan,nan,E. R. Gehris.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Wireless telegraph apparatus,Col. F. P. Cobham. ,,"The wireless telegraph apparatus used separate high-frequency “tone” circuits, each corresponding to a distinct signal frequency, to allow the transmission of multiple messages without interference. It also employed a coherer detector. This is a sensitive early radio-wave detector that responded to incoming electromagnetic pulses by altering its conductivity. It was able to translate wireless signals into readable Morse code. ",https://patents.google.com/patent/US759825A/en,,,Yes,This is a concept similar to modern frequency division. This combination of frequency-based transmission and improved detection significantly boosted both the speed and reliability of early wireless communication systems.,Sheet1,Wireless telegraph apparatus,nan,This is a concept similar to modern frequency division. This combination of frequency-based transmission and improved detection significantly boosted both the speed and reliability of early wireless communication systems.,Col. F. P. Cobham.,Investigating,['Communications and Observation'],Communications and Observation,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Wireless control of dirigible torpedoes,Dudley H. Cohen. ,,,,,,No,,Sheet1,Wireless control of dirigible torpedoes,nan,nan,Dudley H. Cohen.,Investigating,['Communications and Observation'],Communications and Observation,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Armor-plate forts,G. W. Billhymer.,,"U.S. coastal-defense engineers were still experimenting with “armor-plate forts”; proposals to sheath older masonry batteries (or replace them with low-profile concrete works) in thick steel plating or revolving turrets so they could survive direct hits from the new 12-inch, high-velocity rifles then under test. ",https://en.wikipedia.org/wiki/Seacoast_defense_in_the_United_States,,,No,,Sheet1,Armor-plate forts,nan,nan,G. W. Billhymer.,Investigating,['Armor and Protection'],Armor and Protection,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Roller bearing,Burton D. Gibbs.,,"Used for vehicle axles; any shaft needing low-friction, shock-absorbing support. By combining springy rollers with internal ball races it cut friction and end-thrust wear. This influenced the more robust, high-speed roller bearings adopted in early automobiles and industrial machinery.",https://patents.google.com/patent/US777479A/en,,,No,,Sheet1,Roller bearing,nan,nan,Burton D. Gibbs.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Luger pistols, tests, report",Springfield Armory.,,,,,,No,,Sheet1,"Luger pistols, tests, report",nan,nan,Springfield Armory.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Langley aerodrome, report",Maj. M. M. Macomb.,,"Langley’s Aerodrome was a full-scale, man-carrying airplane built in 1903. It was an entirely new, powered-flight concept that scaled up his earlier unmanned “Aerodrome” models to sustain heavier-than-air flight for the War Department. The aircraft’s structurally weak, aerodynamically unsound design crashed in both Army-funded launch attempts and was never adopted. Only its engine and partial airframe are at the Smithsonian.",https://airandspace.si.edu/collection-objects/langley-aerodrome/nasm_A19180001000,Brigadier General Montgomery M. Macomb was a U.S. Army artillery officer who served on both the Army Ordnance Board and the Board of Ordnance and Fortification. Best known for the Macomb panoramic sight and for chairing the 1911 “Macomb Board” that planned Oahu’s coastal defenses. He was the president of the Army War College and the first president of the U.S. Field Artillery Association. His work influenced U.S. coastal- and field-artillery doctrine and equipment in the early 20th century.,https://en.wikipedia.org/wiki/Montgomery_M._Macomb,Yes,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Sheet1,"Langley aerodrome, report",nan,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Maj. M. M. Macomb.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Automobile searchflight plat, report ",Maj. W. L. Marshall.,,,https://gahistoricnewspapers.galileo.usg.edu/lccn/sn89053684/1904-02-28/ed-1/seq-10/,"United States Engineer Corps, stationed in NY.",https://gahistoricnewspapers.galileo.usg.edu/lccn/sn89053684/1904-02-28/ed-1/seq-10/,No,,Sheet1,"Automobile searchflight plat, report",nan,nan,Maj. W. L. Marshall.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Air ship,"I. C. Duckworth, attorney for A. A. Kellogg.",,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Air ship,nan,nan,"I. C. Duckworth, attorney for A. A. Kellogg.",Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,A. Barthelet.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Do,nan,nan,A. Barthelet.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,Carl Browne. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship","Journalist who lived in San Francisco, where he was active in politics and became a part of the Workingmen's Party.",https://en.wikipedia.org/wiki/Carl_Browne,No,,Sheet1,Do,nan,nan,Carl Browne.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,A. V. Winegarden.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Do,nan,nan,A. V. Winegarden.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,John P. Le Fevre.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Do,nan,nan,John P. Le Fevre.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,Bela Bitskey. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers' invention of the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Do,nan,nan,Bela Bitskey.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of Vickers-Maxim 1-pounder gun,Committee of Board. ,,"Designed by Hiram Maxim and manufactured by Maxim-Nordenfelt Vicker's, this British QF 1-pounder ""pom-pom,"" a 37mm automatic cannon which is based on the Maxim gun. It fired 1-pound explosive shells rapidly and was used first by infantry, then as a light anti-aircraft gun.
",https://en.wikipedia.org/wiki/QF_1-pounder_pom-pom,"William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",No,,Sheet1,Test of Vickers-Maxim 1-pounder gun,nan,nan,Committee of Board.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of galloping carriage,Do.,," The 1903 trials evaluated whether a Maxim or Pom-pom machine-gun on a carriage could be hauled at a trot, swung round, unlimbered, and brought to fire in under a minute. The hardware was Vickers, Sons & Maxim’s 1903 “light galloping carriage”. This was a collapsible steel frame that locked onto a standard axle, could be broken into man-pack loads, and used a sprung pole so one horse could pull the whole gun-and-ammo load. ","https://www.gutenberg.org/files/41160/41160-h/41160-h.htm, https://patents.google.com/patent/US748351A/en",,,No,,Sheet1,Test of galloping carriage,nan,nan,Do.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Parker amunition cart, report",Col. J. Rush Lincoln.,,,,Professor of Military Tactics. He enlisted in the Confederate Army and later became the superintendent of a mining company where he also became mayor. He became a professor and then joined the national guard leading troops in the Spanish-American War. ,https://emuseum.its.iastate.edu/objects/6604/general-james-rush-lincoln-professor-of-military-tactics-1,No,,Sheet1,"Parker amunition cart, report",nan,nan,Col. J. Rush Lincoln.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
